Indice,Property Class,Tax Year,Town Code,Type of Residence,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Central Air,Fireplaces,Attic Type,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Site Desireability,Porch,Building Square Feet,Repair Condition,Number of Commercial Units,Sale Price,Multi Property Indicator,Full Baths,Age,Use,OHare Noise,Floodplain,Near Major Road,Location Factor,Garage indicator,Town and Neighborhood
12699,278,2018,23,2.0,2.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3,274.06,2.0,0.0,925000.0,0,2.0,10,1,0.0,0.0,0.0,1.707128148452481,1.0,23120
53957,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,320100.0,0,1.0,19,1,0.0,0.0,0.0,1.26495047933169,1.0,7350
4620,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,155000.0,0,1.0,41,1,0.0,1.0,1.0,0.781536962293704,1.0,3813
17217,203,2018,35,1.0,1.0,1.0,7.0,5.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,146.69,2.0,0.0,240000.0,0,1.0,56,1,0.0,0.0,1.0,0.739205209481195,1.0,35170
6956,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,269000.0,0,1.0,27,1,0.0,0.0,1.0,0.824728982915466,1.0,3840
31549,205,2018,26,2.0,2.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,158.03,2.0,0.0,405000.0,0,1.0,69,1,1.0,0.0,0.0,0.924996990129712,1.0,2640
39376,278,2019,18,2.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,3,271.09,2.0,0.0,329000.0,0,2.0,31,1,0.0,0.0,0.0,1.09193195679529,1.0,1815
5583,278,2018,38,2.0,1.0,1.0,8.0,4.0,3.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,3,210.05,2.0,0.0,345000.0,0,2.0,47,1,0.0,0.0,0.0,0.661032570043603,1.0,3831
30868,299,2018,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,415000.0,0,1.0,11,1,0.0,0.0,1.0,0.968709482131744,1.0,1743
40474,234,2019,18,4.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3,119.84,2.0,0.0,235000.0,0,2.0,43,1,0.0,0.0,0.0,0.719857866660804,1.0,1870
34269,278,2019,10,2.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,192.77,2.0,0.0,499900.0,0,3.0,1,1,0.0,0.0,0.0,1.77536065931311,1.0,1031
11654,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,515000.0,0,1.0,16,1,0.0,0.0,1.0,1.290543971948946,1.0,25131
27880,204,2018,17,1.0,1.0,1.0,7.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,3,213.68,2.0,0.0,535000.0,0,2.0,41,1,0.0,0.0,1.0,1.569006410187684,1.0,1713
5740,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,76500.0,0,1.0,36,1,0.0,0.0,1.0,0.663592363306605,1.0,3853
6193,203,2018,38,1.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,128.21,2.0,0.0,323000.0,0,1.0,30,1,0.0,0.0,0.0,0.75215373231839,1.0,3851
18025,295,2018,35,3.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,156.63,2.0,0.0,170000.0,0,1.0,42,1,0.0,0.0,0.0,0.594602721712214,1.0,35109
18496,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,113000.0,0,1.0,40,1,0.0,0.0,1.0,0.574810379061307,1.0,3540
25752,203,2018,22,5.0,1.0,1.0,6.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1,124.03,2.0,0.0,332500.0,0,1.0,93,1,0.0,1.0,1.0,0.725018610620617,1.0,22180
10943,203,2018,25,1.0,3.0,1.0,6.0,4.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,148.83,2.0,0.0,565000.0,0,2.0,58,1,0.0,0.0,0.0,1.856308824296977,1.0,25110
28463,203,2018,24,1.0,3.0,1.0,7.0,4.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,157.19,2.0,0.0,289000.0,0,2.0,62,1,0.0,0.0,0.0,1.223127988681858,1.0,2431
25150,295,2018,22,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,58.99,2.0,0.0,716000.0,1,1.0,61,1,0.0,1.0,1.0,0.827177765077414,0.0,22180
43892,205,2019,22,2.0,3.0,3.0,8.0,4.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3,183.76,2.0,0.0,387000.0,0,2.0,91,1,0.0,0.0,0.0,0.87005908702039,1.0,2223
19509,278,2018,35,2.0,3.0,1.0,8.0,4.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,218.42,2.0,0.0,290500.0,0,2.0,39,1,0.0,0.0,0.0,0.765088470186957,1.0,3572
36288,234,2019,38,4.0,3.0,1.0,6.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,3,148.46,2.0,0.0,265000.0,0,2.0,49,1,0.0,0.0,0.0,0.703927867103035,1.0,3840
37202,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,83000.0,0,1.0,38,1,0.0,0.0,1.0,0.882573742507334,1.0,3881
39751,278,2019,18,2.0,1.0,1.0,9.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,3,239.69,2.0,0.0,305000.0,0,2.0,30,1,0.0,0.0,0.0,0.646006128172934,1.0,1813
27751,205,2018,17,2.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,1,147.16,2.0,0.0,363000.0,0,2.0,91,1,0.0,0.0,0.0,1.448963562174433,0.0,1760
38007,203,2019,25,1.0,2.0,1.0,6.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3,117.89,2.0,0.0,325000.0,0,1.0,68,1,0.0,0.0,0.0,1.76189351108073,1.0,2552
14097,207,2018,18,2.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,180.42,2.0,0.0,199900.0,0,1.0,19,1,0.0,0.0,0.0,0.708891708930358,1.0,1814
46585,299,2019,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,320000.0,0,1.0,85,1,0.0,0.0,0.0,0.999575751833686,1.0,1771
53780,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,132000.0,0,1.0,62,1,0.0,0.0,0.0,1.30732261436991,1.0,7360
240,295,2018,10,2.0,3.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,221.3,2.0,0.0,415000.0,0,2.0,10,1,0.0,0.0,0.0,1.592686989889768,1.0,1031
29824,203,2018,24,1.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,114.92,2.0,0.0,325000.0,0,2.0,61,1,0.0,0.0,0.0,0.71212588327786,0.0,24101
17859,203,2018,35,1.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,101.91,2.0,0.0,226000.0,0,1.0,57,1,0.0,0.0,0.0,0.671353538985754,1.0,3520
29676,203,2018,24,1.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,103.22,2.0,0.0,326000.0,0,1.0,62,1,0.0,0.0,0.0,0.752070934946504,1.0,2481
28857,278,2018,24,2.0,3.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,232.82,2.0,0.0,370000.0,0,1.0,41,1,0.0,0.0,0.0,0.977824638658217,1.0,2431
25454,203,2018,22,1.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,3,97.92,2.0,0.0,190000.0,0,1.0,64,1,0.0,0.0,0.0,0.637308107881979,1.0,2230
9336,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,250000.0,0,1.0,34,1,0.0,0.0,1.0,2.328734938829184,1.0,2552
703,234,2018,29,4.0,2.0,1.0,8.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3,114.55,2.0,0.0,240000.0,0,1.0,49,1,0.0,0.0,0.0,0.663966347017195,1.0,2922
48937,299,2019,71,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,310000.0,0,1.0,29,1,0.0,0.0,1.0,1.0456412635476,1.0,7122
54110,211,2019,73,2.0,2.0,2.0,11.0,5.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,1,238.95,2.0,0.0,775000.0,0,2.0,115,2,0.0,0.0,0.0,1.79814072947605,1.0,7341
11126,278,2018,25,2.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,250.65,2.0,0.0,910000.0,0,2.0,16,1,0.0,0.0,0.0,1.400806217976542,1.0,25160
28398,234,2018,24,4.0,2.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,110.93,2.0,0.0,275000.0,0,1.0,57,1,0.0,0.0,1.0,1.2513280050557,1.0,2431
38720,299,2019,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,230000.0,0,1.0,40,1,0.0,0.0,0.0,1.65594282789735,1.0,25131
54201,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,505000.0,0,1.0,16,1,0.0,0.0,0.0,2.0594420192693,1.0,7341
35908,234,2019,38,4.0,3.0,1.0,6.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,163.42,2.0,0.0,272000.0,0,2.0,50,1,0.0,0.0,0.0,0.804547605446374,1.0,3813
10197,208,2018,25,2.0,3.0,1.0,9.0,5.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,397.72,2.0,0.0,850000.0,0,3.0,22,1,0.0,0.0,0.0,1.750186235265305,1.0,25220
35659,278,2019,29,2.0,1.0,1.0,8.0,4.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,3,255.3,2.0,0.0,525000.0,0,2.0,40,1,0.0,0.0,0.0,1.2574373340349,1.0,2932
34965,202,2019,29,1.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,82.13,2.0,0.0,175000.0,0,1.0,69,1,0.0,0.0,1.0,0.850537079573007,1.0,2960
42528,205,2019,16,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3,108.88,2.0,0.0,281500.0,0,1.0,71,1,0.0,0.0,0.0,1.02424835184591,1.0,16100
9406,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,179897.0,0,1.0,37,1,0.0,0.0,1.0,2.25741334536031,1.0,2561
20226,203,2018,35,1.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3,128.76,2.0,0.0,281000.0,0,2.0,47,1,0.0,1.0,0.0,0.626044357904958,0.0,3530
21680,299,2018,16,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,250000.0,0,1.0,16,1,0.0,0.0,1.0,0.932192886393969,1.0,1630
5047,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,275750.0,0,1.0,16,1,0.0,1.0,1.0,0.645699054107256,1.0,3811
14846,202,2018,18,1.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,3,84.82,2.0,0.0,175000.0,0,1.0,58,1,0.0,0.0,0.0,0.474780180219662,1.0,1820
18961,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,199000.0,0,1.0,40,1,0.0,0.0,0.0,0.76003786540479,1.0,35101
17727,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,67000.0,0,1.0,42,1,0.0,0.0,1.0,0.72231642729491,1.0,3520
15366,295,2018,18,2.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,107.77,2.0,0.0,129001.0,0,1.0,45,1,0.0,0.0,0.0,0.62684139212548,0.0,1870
6591,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,103000.0,0,1.0,44,1,0.0,0.0,1.0,0.715603741791925,1.0,3831
11264,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,128000.0,0,1.0,44,1,0.0,0.0,1.0,1.037383386526204,1.0,25430
51883,206,2019,71,2.0,3.0,2.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,258.36,2.0,0.0,289507.0,0,2.0,63,1,0.0,0.0,0.0,1.21801167646449,1.0,71200
39250,295,2019,17,2.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3,217.86,2.0,0.0,655000.0,0,3.0,19,1,0.0,0.0,0.0,2.51410974720023,1.0,17120
3345,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,255000.0,0,1.0,16,1,0.0,1.0,1.0,0.843002208834149,1.0,2970
53925,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,235000.0,0,1.0,120,1,0.0,0.0,0.0,1.5944060423393,1.0,7350
30641,299,2018,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,281000.0,0,1.0,13,1,0.0,0.0,0.0,1.357979321480031,1.0,1790
50299,299,2019,71,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,275000.0,0,1.0,21,1,0.0,0.0,1.0,1.31822777791666,1.0,7174
4554,203,2018,38,1.0,1.0,1.0,6.0,4.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,146.97,2.0,0.0,240000.0,0,2.0,55,1,0.0,1.0,0.0,0.73397472893349,1.0,3813
19124,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,185000.0,0,1.0,34,1,0.0,0.0,1.0,0.739021931540105,1.0,35101
18955,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,200000.0,0,1.0,39,1,0.0,0.0,0.0,0.763341450322658,1.0,35101
10916,204,2018,25,1.0,2.0,1.0,9.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3,286.51,2.0,0.0,787000.0,0,2.0,59,1,0.0,0.0,1.0,1.959319148689368,1.0,25110
42123,203,2019,35,1.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,134.71,2.0,0.0,348000.0,0,2.0,49,1,0.0,0.0,0.0,0.762334548261957,1.0,3580
28515,203,2018,24,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,2.0,2.0,1,104.05,2.0,0.0,210000.0,0,1.0,58,1,0.0,0.0,0.0,1.163414859902487,1.0,2481
54133,203,2019,73,5.0,1.0,1.0,7.0,4.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,3,166.67,2.0,0.0,700000.0,0,2.0,120,1,0.0,0.0,0.0,1.75709000288931,1.0,7342
37506,203,2019,38,1.0,3.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,116.59,2.0,0.0,243900.0,0,1.0,61,1,0.0,0.0,0.0,1.18376441323807,1.0,3856
24893,299,2018,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,210000.0,0,1.0,8,1,0.0,1.0,1.0,0.805975124257335,1.0,22180
695,234,2018,29,4.0,3.0,1.0,6.0,3.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,3,113.99,2.0,0.0,308000.0,0,1.0,47,1,0.0,0.0,0.0,0.676139957815194,1.0,2922
3810,278,2018,29,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,263.01,2.0,0.0,464500.0,0,2.0,32,1,0.0,0.0,0.0,0.893616710154838,1.0,2932
54627,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,227250.0,0,1.0,91,1,0.0,0.0,0.0,2.253103994157,1.0,7384
41569,299,2019,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,174000.0,0,1.0,30,1,0.0,0.0,1.0,0.90488624873662,1.0,35101
1112,295,2018,29,2.0,3.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,3,215.54,2.0,0.0,270000.0,0,1.0,22,1,0.0,0.0,1.0,0.840659533073058,1.0,2950
46197,210,2019,24,2.0,2.0,1.0,6.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,145.86,2.0,0.0,328500.0,0,1.0,77,1,0.0,0.0,0.0,1.08917360835537,1.0,24101
10656,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,430000.0,0,1.0,21,1,0.0,0.0,1.0,1.362065706198697,1.0,25102
28333,299,2018,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,212500.0,0,1.0,86,1,0.0,0.0,1.0,1.164922984896167,1.0,2431
30498,211,2018,17,2.0,4.0,1.0,9.0,4.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,246.56,2.0,0.0,595000.0,0,2.0,130,2,0.0,0.0,0.0,1.623988631371112,1.0,1741
43203,299,2019,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,486000.0,0,1.0,46,1,0.0,0.0,1.0,1.12486460683845,1.0,2291
37733,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,125000.0,0,1.0,45,1,0.0,0.0,0.0,0.968833737994078,1.0,3810
8184,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,365000.0,0,1.0,16,1,0.0,0.0,0.0,1.009824382160597,1.0,3872
24848,299,2018,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,123000.0,0,1.0,39,1,0.0,1.0,1.0,0.957474896713202,1.0,2250
8706,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,247000.0,0,1.0,26,1,0.0,0.0,0.0,1.019933911800194,1.0,3872
39501,204,2019,18,1.0,1.0,1.0,8.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,3,232.72,2.0,0.0,417500.0,0,2.0,16,1,0.0,0.0,0.0,1.05261007589714,1.0,1835
14569,203,2018,18,1.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,158.68,2.0,0.0,219000.0,0,1.0,52,1,0.0,0.0,1.0,0.52843273236964,1.0,1820
47933,210,2019,71,2.0,2.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1,135.64,2.0,0.0,310000.0,0,1.0,71,1,0.0,0.0,0.0,1.10665920013087,1.0,71371
591,234,2018,29,4.0,1.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,3,106.0,2.0,0.0,155000.0,0,2.0,40,1,0.0,0.0,0.0,0.687816821395805,1.0,2922
4848,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,146500.0,0,1.0,24,1,0.0,1.0,1.0,0.693428753439683,1.0,3813
549,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,185000.0,0,1.0,23,1,0.0,0.0,1.0,0.67511093775145,1.0,2922
41546,207,2019,35,2.0,4.0,1.0,6.0,3.0,3.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,180.23,2.0,0.0,416000.0,0,2.0,39,1,0.0,0.0,0.0,0.945292089568371,1.0,35112
8397,203,2018,38,5.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3,143.26,2.0,0.0,345000.0,0,1.0,90,1,0.0,0.0,1.0,0.969429676654932,0.0,3870
26630,234,2018,22,4.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,3,121.52,2.0,0.0,684000.0,0,1.0,49,1,0.0,0.0,0.0,0.747277315601652,1.0,22143
43357,202,2019,22,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,90.3,2.0,0.0,319900.0,0,1.0,66,1,0.0,0.0,0.0,1.4071977460807,1.0,2285
40507,202,2019,18,1.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,3,80.27,2.0,0.0,167000.0,0,1.0,47,1,0.0,0.0,0.0,0.823818990172571,1.0,1870
33729,203,2018,20,1.0,1.0,1.0,5.0,3.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,120.96,2.0,0.0,163000.0,0,1.0,74,1,0.0,0.0,0.0,0.394159049266648,1.0,2050
39379,278,2019,18,2.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,3,199.56,2.0,0.0,290000.0,0,2.0,25,1,0.0,0.0,0.0,1.07239952583031,1.0,1815
6137,203,2018,38,1.0,3.0,1.0,6.0,3.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,152.27,2.0,0.0,325000.0,0,2.0,61,1,0.0,0.0,0.0,0.755459756510468,1.0,3856
21928,234,2018,16,4.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3,128.86,2.0,0.0,300000.0,0,1.0,42,1,0.0,0.0,0.0,0.749483739763925,1.0,1651
19906,278,2018,35,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,248.79,2.0,0.0,418000.0,0,2.0,40,1,0.0,0.0,0.0,0.746760310398123,1.0,35112
26408,205,2018,22,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,100.43,2.0,0.0,311000.0,0,1.0,72,1,0.0,0.0,0.0,0.885373329191257,1.0,22111
