Indice,Property Class,Tax Year,Town Code,Type of Residence,Wall Material,Roof Material,Rooms,Bedrooms,Basement,Basement Finish,Central Heating,Central Air,Fireplaces,Attic Type,Half Baths,Design Plan,Cathedral Ceiling,Construction Quality,Site Desireability,Porch,Building Square Feet,Repair Condition,Number of Commercial Units,Sale Price,Multi Property Indicator,Full Baths,Age,Use,OHare Noise,Floodplain,Near Major Road,Location Factor,Garage indicator,Town and Neighborhood
9867,208,2018,25,2.0,3.0,1.0,10.0,5.0,3.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,369.01,2.0,0.0,852500.0,0,3.0,50,1,0.0,0.0,0.0,1.355917653688693,1.0,2552
54655,205,2019,73,2.0,2.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1,201.6,2.0,0.0,900000.0,0,3.0,115,1,0.0,0.0,0.0,2.27250299307108,1.0,7384
13399,299,2018,18,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,228500.0,0,1.0,8,1,0.0,0.0,0.0,1.205923584623328,1.0,1815
19528,278,2018,35,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,235.04,2.0,0.0,485000.0,0,2.0,28,1,0.0,0.0,0.0,0.771945875288102,1.0,3575
27960,234,2018,24,4.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,3,128.39,2.0,0.0,436500.0,0,2.0,61,1,0.0,0.0,0.0,1.200470935806726,0.0,24150
46297,206,2019,75,2.0,2.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,216.19,2.0,0.0,400000.0,0,2.0,70,1,0.0,0.0,0.0,1.07426482199925,0.0,7521
21185,299,2018,16,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,129500.0,0,1.0,42,1,0.0,0.0,0.0,1.029360992918176,1.0,1610
40377,278,2019,18,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,3,270.25,2.0,0.0,351500.0,0,2.0,43,1,0.0,0.0,0.0,0.747456004631086,1.0,1850
47216,278,2019,71,2.0,3.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,305.28,2.0,0.0,865000.0,0,3.0,1,1,1.0,0.0,0.0,1.21035059909253,1.0,71440
49631,205,2019,71,2.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,1,130.62,2.0,0.0,400000.0,0,1.0,110,1,0.0,0.0,0.0,1.3977025624914,1.0,7181
54070,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,388750.0,0,1.0,113,1,0.0,0.0,0.0,1.31648925962636,1.0,7360
12357,299,2018,23,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,150000.0,0,1.0,43,1,0.0,0.0,1.0,2.893648190272231,1.0,23141
13435,299,2018,18,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,136000.0,0,1.0,19,1,0.0,0.0,0.0,1.120858176496357,1.0,1815
44087,241,2019,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,101000.0,0,1.0,10,1,0.0,0.0,1.0,1.15484940129309,1.0,22110
18165,299,2018,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,119000.0,0,1.0,36,1,0.0,0.0,0.0,0.522810496046171,1.0,35105
44588,299,2019,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,165300.0,0,1.0,51,1,0.0,0.0,1.0,1.09399628559283,1.0,22150
51684,203,2019,71,5.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1,137.5,2.0,0.0,373500.0,0,1.0,92,1,0.0,0.0,0.0,1.0565365311596,1.0,71260
8213,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,222000.0,0,1.0,16,1,0.0,0.0,0.0,1.013173216648473,1.0,3872
733,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,95312.0,0,1.0,33,1,0.0,1.0,1.0,0.652420525642979,1.0,2922
19822,278,2018,35,2.0,1.0,1.0,8.0,4.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,214.33,2.0,0.0,330000.0,0,2.0,40,1,0.0,0.0,0.0,0.711049565944311,1.0,3540
11003,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,245000.0,0,1.0,33,1,0.0,0.0,1.0,1.758811617268272,1.0,25200
36273,295,2019,38,2.0,1.0,1.0,6.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,3,194.07,2.0,0.0,459865.0,0,2.0,1,1,0.0,0.0,0.0,0.717846902841266,1.0,3831
9004,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,168000.0,0,1.0,22,1,0.0,0.0,1.0,0.96807078182796,1.0,3827
12896,203,2018,23,1.0,3.0,1.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1,143.54,2.0,0.0,750000.0,0,2.0,63,1,0.0,0.0,1.0,2.159233818741547,1.0,23150
31610,203,2018,20,1.0,3.0,1.0,5.0,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3,114.46,2.0,0.0,169000.0,0,2.0,108,1,1.0,0.0,0.0,0.373399772996997,1.0,2020
7416,204,2018,38,1.0,3.0,1.0,7.0,4.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,175.87,2.0,0.0,365000.0,0,2.0,48,1,0.0,0.0,0.0,0.916484678691304,1.0,3810
16268,205,2018,18,2.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,3,154.59,2.0,0.0,165000.0,0,1.0,106,1,0.0,0.0,0.0,0.983655073957183,0.0,1850
20442,278,2018,35,2.0,3.0,1.0,10.0,5.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3,327.58,2.0,0.0,430000.0,0,2.0,39,1,0.0,0.0,0.0,0.792118991444772,1.0,3580
35959,299,2019,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,96000.0,0,1.0,40,1,0.0,1.0,1.0,0.874477456719843,1.0,3813
22331,203,2018,16,1.0,3.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,3,117.34,2.0,0.0,170000.0,0,1.0,50,1,0.0,0.0,1.0,0.806438868449846,1.0,1612
4176,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,184000.0,0,1.0,9,1,0.0,0.0,1.0,0.969711228543244,1.0,29100
33243,203,2018,20,5.0,1.0,1.0,8.0,4.0,3.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3,142.42,2.0,0.0,97500.0,0,1.0,83,1,0.0,1.0,1.0,0.337449832585981,1.0,2060
30732,299,2018,17,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,152000.0,0,1.0,47,1,0.0,0.0,0.0,1.199011568539106,1.0,1780
26117,203,2018,22,1.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,120.4,2.0,0.0,305000.0,0,1.0,59,1,0.0,0.0,0.0,1.104908732714747,1.0,2280
33024,202,2018,20,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,3,85.1,2.0,0.0,205000.0,0,1.0,68,1,0.0,0.0,0.0,0.583124247643791,0.0,2081
12798,234,2018,23,4.0,3.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,132.94,2.0,0.0,549000.0,0,2.0,56,1,0.0,0.0,0.0,2.127477728960429,1.0,23150
8315,203,2018,38,1.0,2.0,1.0,5.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,1,110.65,2.0,0.0,260000.0,0,1.0,63,1,0.0,0.0,0.0,0.937197290361282,1.0,3870
31428,234,2018,20,4.0,3.0,1.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,3,147.81,2.0,0.0,350000.0,0,2.0,59,1,1.0,0.0,0.0,0.773172711934731,0.0,2040
53083,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,120000.0,0,1.0,89,1,0.0,0.0,0.0,1.12618784146725,1.0,7311
33802,203,2018,20,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,116.96,2.0,0.0,260500.0,0,1.0,65,1,0.0,0.0,1.0,0.894253960524344,1.0,2080
16294,203,2018,18,1.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,3,93.65,2.0,0.0,195860.0,0,1.0,59,1,0.0,0.0,0.0,0.789871494265,1.0,1850
1604,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,70000.0,0,1.0,34,1,0.0,0.0,1.0,0.649231946032237,1.0,2970
24424,299,2018,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,80000.0,0,1.0,45,1,0.0,0.0,0.0,1.003936847645239,1.0,2250
6289,207,2018,38,2.0,3.0,1.0,7.0,4.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,165.18,2.0,0.0,375000.0,0,2.0,52,1,0.0,0.0,0.0,0.770076946524093,1.0,3840
583,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,210000.0,0,1.0,23,1,0.0,0.0,1.0,0.67511093775145,1.0,2922
22463,299,2018,16,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,112000.0,0,1.0,31,1,0.0,1.0,1.0,0.735139463477952,1.0,1685
7064,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,107000.0,0,1.0,49,1,0.0,0.0,1.0,0.87415479375958,1.0,3881
46123,299,2019,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,175000.0,0,1.0,38,1,0.0,0.0,1.0,1.01444285502749,1.0,24102
1035,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,105000.0,0,1.0,31,1,0.0,0.0,0.0,0.873995838030171,1.0,2950
47351,234,2019,20,4.0,3.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3,116.87,2.0,0.0,370000.0,0,1.0,50,1,1.0,0.0,0.0,0.59197850536047,1.0,2010
53479,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,440000.0,0,1.0,89,1,0.0,0.0,0.0,1.2047763386055,1.0,7332
16678,203,2018,35,1.0,3.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1,128.21,2.0,0.0,172000.0,0,1.0,49,1,0.0,0.0,0.0,0.816779004936279,1.0,3511
2084,203,2018,29,1.0,1.0,2.0,5.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1,108.7,2.0,0.0,132000.0,0,1.0,60,1,0.0,0.0,0.0,0.768371225796995,1.0,2960
23791,202,2018,22,1.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,84.82,2.0,0.0,195000.0,0,1.0,59,1,0.0,0.0,1.0,1.126498433487126,1.0,2282
23662,299,2018,22,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,110000.0,0,1.0,46,1,0.0,0.0,1.0,1.068600625061715,1.0,2250
10281,206,2018,25,2.0,1.0,1.0,8.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,3,256.23,2.0,0.0,500000.0,0,2.0,107,1,0.0,0.0,1.0,1.44285257908924,1.0,2521
27079,203,2018,22,1.0,3.0,1.0,6.0,4.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,3,144.93,2.0,0.0,177500.0,0,2.0,104,1,0.0,0.0,1.0,0.841096816307814,0.0,22150
14087,204,2018,18,1.0,1.0,1.0,7.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,2.0,3,177.91,2.0,0.0,285000.0,0,2.0,29,1,0.0,0.0,0.0,0.634372929560718,1.0,1814
40265,295,2019,18,2.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,144.93,2.0,0.0,207000.0,0,2.0,26,1,0.0,0.0,0.0,0.691217859151613,1.0,1812
29254,203,2018,24,1.0,2.0,1.0,6.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,3,120.12,2.0,0.0,225000.0,0,1.0,62,1,0.0,0.0,0.0,0.866681700392078,1.0,2481
31379,205,2018,26,2.0,1.0,1.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,199.83,2.0,0.0,590000.0,0,2.0,67,1,1.0,0.0,0.0,0.959816508914895,1.0,2640
40154,207,2019,18,2.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1,172.34,2.0,0.0,210000.0,0,1.0,39,1,0.0,0.0,0.0,0.606589579102585,1.0,1813
39288,299,2019,18,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,228000.0,0,1.0,15,1,0.0,0.0,1.0,1.39173472409802,1.0,1835
34443,202,2019,29,1.0,2.0,1.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,3,89.37,2.0,0.0,242900.0,0,1.0,55,1,0.0,0.0,0.0,0.771455719486939,1.0,2922
43599,295,2019,22,2.0,3.0,1.0,6.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,140.56,2.0,0.0,220000.0,0,1.0,56,1,0.0,1.0,1.0,1.11916586745977,0.0,2250
34119,203,2018,26,1.0,2.0,1.0,6.0,3.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,120.4,2.0,0.0,119200.0,0,1.0,48,1,0.0,0.0,0.0,1.050526071849005,1.0,2610
38074,234,2019,25,4.0,3.0,1.0,7.0,4.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,3,168.8,2.0,0.0,400000.0,0,2.0,57,1,0.0,0.0,1.0,2.36710406637782,1.0,2523
38973,205,2019,23,2.0,2.0,1.0,6.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3,202.16,2.0,0.0,722000.0,0,1.0,80,1,0.0,0.0,0.0,3.19876621884778,1.0,2392
11511,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,127500.0,0,1.0,37,1,0.0,0.0,1.0,1.072570759527983,1.0,2511
3256,299,2018,29,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,135000.0,0,1.0,29,1,0.0,0.0,0.0,0.836898094736485,1.0,2970
24169,234,2018,22,4.0,3.0,1.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,108.7,2.0,0.0,269000.0,0,1.0,56,1,0.0,0.0,0.0,1.109199030873367,1.0,2285
32502,204,2018,20,5.0,2.0,1.0,7.0,4.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1,173.36,2.0,0.0,260000.0,0,1.0,87,1,0.0,0.0,0.0,0.903289173439621,1.0,2080
7958,234,2018,38,4.0,3.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,3,135.36,2.0,0.0,392500.0,0,2.0,51,1,0.0,0.0,0.0,0.912447641683695,1.0,3850
26099,234,2018,22,4.0,3.0,1.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,3,119.38,2.0,0.0,330000.0,0,1.0,58,1,0.0,0.0,0.0,1.10820342795542,1.0,2280
32188,202,2018,20,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,2,91.04,2.0,0.0,205000.0,0,1.0,61,1,1.0,0.0,0.0,0.40682809988308,1.0,2020
53768,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,410000.0,0,1.0,44,1,0.0,0.0,0.0,1.21625852870938,1.0,7360
42174,299,2019,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,198000.0,0,1.0,37,1,0.0,0.0,0.0,0.740106763135627,1.0,3590
54659,299,2019,73,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,847500.0,0,1.0,131,1,0.0,0.0,0.0,2.36906155185121,1.0,7384
11355,299,2018,25,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,121000.0,0,1.0,33,1,0.0,0.0,1.0,1.097104242925537,1.0,25102
51772,203,2019,71,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,96.62,2.0,0.0,305000.0,0,1.0,51,1,0.0,0.0,0.0,1.00424505316448,1.0,71260
19771,203,2018,35,1.0,1.0,1.0,5.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,3,136.01,2.0,0.0,315000.0,0,1.0,46,1,0.0,0.0,0.0,0.632922760036577,0.0,3540
4336,203,2018,38,1.0,2.0,1.0,7.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,3,149.95,2.0,0.0,340000.0,0,2.0,33,1,0.0,0.0,0.0,1.082568583911357,1.0,38100
45279,202,2019,24,1.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,80.36,2.0,0.0,230000.0,0,1.0,65,1,0.0,0.0,0.0,1.34750370697462,0.0,2431
6723,203,2018,38,1.0,3.0,1.0,6.0,3.0,4.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,1,126.44,2.0,0.0,284640.0,0,2.0,57,1,0.0,0.0,0.0,0.849408572557218,1.0,3871
13720,204,2018,18,1.0,1.0,1.0,7.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,214.05,2.0,0.0,374000.0,0,1.0,13,1,0.0,0.0,0.0,0.963597020312021,1.0,1890
4898,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,162000.0,0,1.0,28,1,0.0,0.0,1.0,0.689412830783367,1.0,3813
47839,205,2019,20,2.0,1.0,2.0,7.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,3,144.0,2.0,0.0,275000.0,0,2.0,116,1,0.0,0.0,0.0,0.363452174083742,1.0,2030
5820,203,2018,38,1.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,3,105.54,2.0,0.0,230000.0,0,1.0,61,1,0.0,0.0,1.0,0.72999790180662,1.0,3822
34003,205,2018,20,2.0,3.0,1.0,8.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3,189.52,2.0,0.0,216000.0,0,2.0,74,1,0.0,0.0,0.0,0.924996136683219,1.0,2080
41914,299,2019,35,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,118950.0,0,1.0,46,1,0.0,0.0,0.0,0.67116690403007,1.0,3540
35340,202,2019,29,1.0,1.0,1.0,4.0,2.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,3,77.48,2.0,0.0,165000.0,0,1.0,68,1,0.0,0.0,0.0,0.940228084270003,1.0,2960
48573,202,2019,20,1.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,2.0,0.0,2.0,2.0,1,83.24,2.0,0.0,225000.0,0,1.0,67,1,0.0,0.0,0.0,0.658380584996913,1.0,2081
29749,203,2018,24,1.0,2.0,1.0,6.0,3.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,2.0,3,124.86,2.0,0.0,280000.0,0,1.0,54,1,0.0,0.0,0.0,0.777367924389536,1.0,2481
21265,278,2018,16,2.0,3.0,1.0,7.0,4.0,3.0,3.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,217.76,2.0,0.0,418000.0,0,2.0,44,1,0.0,0.0,0.0,1.006486221014113,1.0,1610
14093,278,2018,18,2.0,1.0,1.0,8.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3,208.66,2.0,0.0,275000.0,0,2.0,25,1,0.0,0.0,0.0,0.72273500935697,1.0,1814
12190,205,2018,23,2.0,2.0,1.0,8.0,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,3,188.04,2.0,0.0,820000.0,0,2.0,93,1,0.0,1.0,0.0,2.944952638664765,0.0,2345
20819,203,2018,35,1.0,1.0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,130.62,2.0,0.0,390000.0,0,2.0,40,1,0.0,0.0,1.0,0.790050212669802,1.0,3590
30041,299,2018,24,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,185000.0,0,1.0,33,1,0.0,1.0,1.0,1.020341365689992,1.0,24140
25914,205,2018,22,2.0,2.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,3,172.8,2.0,0.0,300000.0,0,1.0,70,1,0.0,0.0,0.0,0.897312567774049,1.0,22110
5073,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,166500.0,0,1.0,32,1,0.0,0.0,0.0,0.647600697018136,1.0,3812
7455,278,2018,38,2.0,3.0,1.0,8.0,5.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3,276.39,2.0,0.0,442400.0,0,3.0,48,1,0.0,0.0,0.0,0.942013397866966,1.0,3810
14107,278,2018,18,2.0,1.0,1.0,7.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,2.0,2.0,3,206.43,2.0,0.0,238500.0,0,2.0,21,1,0.0,0.0,0.0,0.641649263996931,1.0,1814
6253,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,118000.0,0,1.0,40,1,0.0,1.0,0.0,0.708111152274399,1.0,3840
6441,299,2018,38,1.0,2.0,1.0,7.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3,169.18,2.0,0.0,100000.0,0,1.0,45,1,0.0,0.0,1.0,0.684451486017297,1.0,3840
4036,203,2018,29,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,3,100.71,2.0,0.0,260000.0,0,2.0,49,1,0.0,0.0,1.0,0.958056610970567,1.0,29100
14472,207,2018,18,2.0,3.0,1.0,8.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,3,179.95,2.0,0.0,270000.0,0,2.0,28,1,0.0,0.0,0.0,0.4989921787313,1.0,1813
